Profile ID,Advocacy,Advocacy Description,Product/Service,Product/Service Description,Organizational Optimization,Organizational Optimization Description,Research,Research Description,Other,Use - Other Description
xlETNMURSq,FALSE,,TRUE,"uses open data to develop Doordaâ€™s unique and innovative reference dataset that enables the citizens and businesses to navigate, connect and make sense of local and national open data",FALSE,,FALSE,,FALSE,
662,FALSE,,TRUE,uses open data in various projects -  e - g -  Trafiklab,FALSE,,FALSE,,FALSE,
663,FALSE,,TRUE,MyFoodAlerts.com plots all active recalls on a map and provides links to detailed data on these alerts,FALSE,,FALSE,,FALSE,
u7sBslTW3x,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,
IHSKhdsVwr,TRUE,Promotes the adoption and use of open medical data.,FALSE,,FALSE,,FALSE,,FALSE,
665,TRUE,Uses urban open data to promote data-driven innovation in Dublin.,FALSE,,FALSE,,FALSE,,FALSE,
9luIb7dg5q,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,
UJYB6dMpx9,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,
7l0FC8mI1X,FALSE,,TRUE,"uses open data to develop web application , strategic database, and conduct data analysis and visualization",FALSE,,FALSE,,FALSE,
kpmmTq4Rez,TRUE,Helps implement open data routines regarding information on natural resources -  such as oil -  gas -  metals and minerals -  to strengthen government and company systems -  inform public debate -  and enhance trust.,FALSE,,FALSE,,FALSE,,FALSE,
ywLuOUZbC0,FALSE,,TRUE,"uses open data to build up integrated data and technology platform and offers solution that aggregates live information on incidents, closures, roadworks, VMS & CCTV ",FALSE,,FALSE,,FALSE,
t25wBDBDlf,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,
aHwNZTCcoI,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,
683,FALSE,,FALSE,,TRUE,Eokoe combines technology with open data to create tools for their clients.,FALSE,,FALSE,
684,TRUE,Uses environmental open data to monitor pollution in China.,FALSE,,FALSE,,FALSE,,FALSE,
376094heht,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,
907,FALSE,,TRUE,Uses financial open data to help firms submit financial disclosure data.,FALSE,,FALSE,,FALSE,
666,FALSE,,FALSE,,TRUE,data used in the development of solutions for improved operations.,FALSE,,FALSE,
VbQzVUhFIE,FALSE,,TRUE,"uses open data to help consumers, governments and enterprises worldwide know before with current conditions, forecasts, and severe weather alerts when minutes matter",FALSE,,FALSE,,FALSE,
7FjHIcXdti,FALSE,,TRUE,"offers open data application for learning about terrestrial landscapes, oceans and seas, frozen ice caps, atmosphere and clouds, human impacts, and many other earth and environmental science topics ",FALSE,,FALSE,,FALSE,
C3sk3yBcgV,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,
667,FALSE,,TRUE,uses open data for financial markets,FALSE,,FALSE,,FALSE,
VPRo2lz86K,TRUE,Organizers of the Open Data Forum,FALSE,,FALSE,,TRUE,,FALSE,
668,FALSE,,TRUE,using open data from the Department of Tranportation to provide vehicle history information.,FALSE,,FALSE,,FALSE,
669,FALSE,,TRUE,Uses education open data to provide relevant information in the realm of public education in Kenya.,FALSE,,FALSE,,FALSE,
670,FALSE,,FALSE,,FALSE,,TRUE,uses a macro-economic data over the period 1950 to the present -  and other categories of data include the labour force -  tourism -  health -  education.,FALSE,
671,FALSE,,FALSE,,TRUE,Eixos.cat makes heavy use of the Virtual Land Office (www.sedecatastro.gob.es) -  Cartographic Institute of Catalonia (www.icc.cat) -  Institut of Statistics of Catalonia (www.idescat.cat) and Meteorological Service of Catalonia (www.meteo.cat) for market and economic research,FALSE,,FALSE,
zgQwKgbGte,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,
673,FALSE,,TRUE,It uses federal and municipal open data for its â€œImprove Your Schoolâ€ù platform -  which promotes citizen participation to improve education in Mexico. The platform was designed to analyze the discrepancy between Mexicoâ€™s public education system. It consistently ranks high according to families and low on a global scale. The platform helps users make more informed decisions about public education and culls information from users about their experience in the education system.,FALSE,,FALSE,,FALSE,
mK2Zf8SRWr,TRUE,Uses open data in various civic projects to activate communities.,FALSE,,FALSE,,FALSE,,FALSE,
674,FALSE,,TRUE,Uses open data for journalism.,FALSE,,FALSE,,FALSE,
rty1y9kxt7,TRUE,Makes use of open datasets to promote awareness -  improve decision making -  reduce FOI requests -  and lower costs to transparency.,FALSE,,FALSE,,FALSE,,FALSE,
OMrjWOKWV4,FALSE,,TRUE,"offers open data installed apps for users to find public spots or places conveniently. They used to provides apps such as ""Find Postboxes"", ""Find Banks and ATMs"", etc.",FALSE,,FALSE,,FALSE,
6fYme3A4Wq,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,
675,TRUE,ELGIN redistributes public sector information under the Open Government Licence and provides application services to industry via its easy to use API,FALSE,,FALSE,,FALSE,,FALSE,
kYPfb2B2HP,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,
C841GAjsF7,FALSE,,TRUE,"uses open data to provide free, fast, and simple mobile apps for mass transitriders worldwide",FALSE,,FALSE,,FALSE,
676,FALSE,,FALSE,,TRUE,Services provided use open geographical data and satellite data. in sectors such as - electric and gas -  water/wastewater -  urban and local planning -  forestry -  agriculture -  environmental/flood mapping. These are supported by macro visualizations and virtual mapping of their regions of operation.,FALSE,,FALSE,
NNvlXtr53v,FALSE,,TRUE,Primarily as an analytics and software company -  Emu Analytics produces tools -  applications and services that bring data to life in new -  intuitive and useful ways.,FALSE,,FALSE,,FALSE,
RNsG1chfSc,FALSE,,TRUE,"uses open corporate data to helps clients experience comprehensive business information by filtering reliable data, processing sophisticated algorithms and displaying in a practical way",FALSE,,FALSE,,FALSE,
M7Lr0qdRbw,FALSE,,TRUE,"uses open data to provide The EnerKnol Subscription Platform to connect market participants to comprehensive North American energy policy information from federal, regional, state, and local sources",FALSE,,FALSE,,FALSE,
680,FALSE,,TRUE,one stop shop tool for energy policy information.,FALSE,,TRUE,publish briefs that cover regulatory insight,FALSE,
678,FALSE,,FALSE,,TRUE,products enable customers to save energy,FALSE,,FALSE,
679,FALSE,,FALSE,,TRUE,analysis helps determine the cost of solar systems,FALSE,,FALSE,
677,FALSE,,TRUE,Uses open data for environmental journalism.,FALSE,,FALSE,,FALSE,
Vv1LquZaaj,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,
681,FALSE,,TRUE,Provdes a platform for access to public data.,FALSE,,FALSE,,FALSE,
682,FALSE,,TRUE,Uses open data to accelerate innovations for sustainability in low-income markets.,FALSE,,FALSE,,FALSE,
MO9vfdXkxH,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,
HUp71WSs6W,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,
uxGejPIDFY,FALSE,,TRUE,"uses open data to offer tailor-made productsand services for cilents in various industries by offering standard historical sources such as fire insurance maps, aerial photos, and city directories",FALSE,,FALSE,,FALSE,
BvNzu8OBlQ,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,
n7OfGwlpes,TRUE,Publishes linked open data on behalf of various public sector bodies.,FALSE,,FALSE,,FALSE,,FALSE,
Q1teKyhMWN,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,
686,TRUE,Uses open data to arm women employees with facts of unequal payments in the US with tables and graphs of the average women payoff and payoff distrubition. ,FALSE,"Uses open data to help women employees to seek suitable jobs with career consultation, resume advice and interview tips. Employers can also post career positions on the platform and hire workers based on the open data about employees.",FALSE,,FALSE,,FALSE,
rkdLQFIJU0,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,
G9RybTmPNO,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,
yUJTzBR1oa,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,
687,FALSE,,TRUE,various applications of open data -  e.g. Cheque.Url;Jogo da Vida dos Processos Legislativos;Mapa da ParticipaÃ§Ã£o CidadÃ£;Alagoas Colaborativo,FALSE,,FALSE,,FALSE,
688,FALSE,,TRUE,Uses open data as part of geospatial solutions for various industries.,FALSE,,FALSE,,FALSE,
888,FALSE,,TRUE,ReittiGPS uses transport data,FALSE,,FALSE,,FALSE,
898,FALSE,,TRUE,Uses open data to provide insights into real estate market.,FALSE,,FALSE,,FALSE,
899,FALSE,,TRUE,app that uses public transportation location.,FALSE,,FALSE,,FALSE,
2nQDxrfKot,FALSE,,TRUE,OntoQuad platform uses linked open data.,FALSE,,FALSE,,FALSE,
AuIakMZLXp,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,
900,TRUE,use data on public funding for scientific research in Silence of the Labs project,FALSE,,FALSE,,FALSE,,FALSE,
901,FALSE,,TRUE,"Uses open data to provide consultancy services in health economics, outcomes research, market access, statistics and epidemiology.",FALSE,,FALSE,,FALSE,
DwHUfuWbJ5,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,
903,TRUE,"Uses open data in various civic projects, such as La Mutuelle de microfinance QuÃ©bec, and QuÃ©bec NumÃ©rique.",FALSE,,FALSE,,FALSE,,FALSE,
904,FALSE,,FALSE,,TRUE,Use open geographical data and satellite data in their provision of geospatial solutions in arease such as forestry -  sustainable development -  agriculture -  oil and gas -  power sectors -  land management and reform -  development planning -  flood zone management -  infrastructure management -  natural resource exploration,FALSE,,FALSE,
TrfMtR8xBs,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,
905,TRUE,,TRUE,Infographics on public spending in Moldova (www.budgetstories.md/),FALSE,,TRUE,,FALSE,
xecxyONbI0,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,
vEBmasYaZJ,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,
QrFaVPHeUy,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,
MOjYQCnlEv,FALSE,,TRUE,"uses open data to build systems that make data fluid so that it can move between applications, reshape itself into different schemas and account for itself",FALSE,,FALSE,,FALSE,
Wx7irQKFyn,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,
HiVxtjK2Js,FALSE,,TRUE,"uses open data to provide both an online mapping portal and mapping consultancy to a wide range of professionals. FIND also specialises in advanced, state-of-the-art mapping technology",FALSE,,FALSE,,FALSE,
926,FALSE,,TRUE,database based on patent data,FALSE,,FALSE,,FALSE,
937,TRUE,created platform Curul501.org/,FALSE,,FALSE,,FALSE,,FALSE,
Aod9QbfTh6,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,
908,TRUE,,FALSE,,TRUE,,TRUE,,FALSE,
909,FALSE,,TRUE,Uses census open data to provide mobile advertising solutions.,FALSE,,FALSE,,FALSE,
cG0nNWcvNK,TRUE,Promote the use of open data in eCampaigning; See Exploring Open Data for Campaigning,FALSE,,FALSE,,FALSE,,FALSE,
910,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,
911,FALSE,,TRUE,Provides agriculture open data and government statistics for farmers.,FALSE,,FALSE,,FALSE,
913,FALSE,,TRUE,Provides agriculture open data for farmers.,FALSE,,FALSE,,FALSE,
912,FALSE,,TRUE,Provides agriculture open data and weather information for farmers.,TRUE,Farmerline provides rural farmers with weather -  demand -  and farming best practices data on their mobile phone using simple SMS.,FALSE,,FALSE,
kKxaoiMfUd,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,
RqmcQpJ1Hx,FALSE,,TRUE,"offers open data next-generation legal research service that puts a comprehensive national law library and searching, sorting, and visualization tools at users' fingertips",FALSE,,FALSE,,FALSE,
gAZmmAaVHA,FALSE,,TRUE,App EMIAS uses open healthcare data to facilitate appointment registration in hospitals and clinics.,FALSE,,FALSE,,FALSE,
07TjdOy9pG,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,
6U81AToQtD,FALSE,,TRUE,"offer open information about catchment areas, admissions criteria, OFSTED rankings, exam results for users to search for local schools",FALSE,,FALSE,,FALSE,
914,FALSE,,TRUE,Provides various open datasets such as government procurement information.,FALSE,,FALSE,,FALSE,
916,FALSE,,TRUE,"Incorporates local weather data, GIS mapping technology, and other public information via semantic search to create  information on buildings ranging from what time the AC goes on to what the weather is like in the facilityâ€™s area that day.",FALSE,,FALSE,,FALSE,
BiJO5Luc3n,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,
917,FALSE,,FALSE,,TRUE,partner with NREL to produce solar panels,FALSE,,FALSE,
snSoxGi149,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,
nImUUIrhQF,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,
918,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,
NURHQckalm,FALSE,,TRUE,"offers flight data services and applications to customers serving the global travel industry",FALSE,,FALSE,,FALSE,
J3DotiBvjP,FALSE,,TRUE,"uses open data to provide service such as mobile flight tracker and information about airport status, airport parking, etc.",FALSE,,FALSE,,FALSE,
919,FALSE,,TRUE,uses open data in various projects -  .e.g. NuhasÃ_Ã_; Open Data Report,FALSE,,FALSE,,FALSE,
6vv3W3jHMr,FALSE,,TRUE,"uses open data to provide service such as data analytics, and adopts G-Cloud frameworks to expand portfolio of services with each iteration",FALSE,,FALSE,,FALSE,
nezMkLcQiY,FALSE,,TRUE,"uses open data to provide software development and design services. The company conducts content audits, design content strategy, information architecture and strong user experiences and we also develop front-end user interfaces. ",FALSE,,FALSE,,FALSE,
921,FALSE,,TRUE,education budget tracker web app - monitoringbudget.crowdmap.com/,FALSE,,FALSE,,FALSE,
922,FALSE,,TRUE,the HelioScope system uses Department of Energy open data to calculate the lowest Levelized Cost of Energy (LCOE) for a given site.,FALSE,,FALSE,,FALSE,
JwPW5qFWkq,TRUE,Uses open data in various civic projects to activate communities.,FALSE,,FALSE,,FALSE,,FALSE,
923,FALSE,,TRUE,produces insights for the food and tech sector,FALSE,,FALSE,,FALSE,
ZNGkYyLzZ6,TRUE,Publishes data on food network;  Were founding signatories of the Global Open Data for Agriculture and Nutrition; Presented at the ODI; Won ODCS Food Challenge for launching FoodTrade Menu.,FALSE,,FALSE,,FALSE,,FALSE,
924,FALSE,,TRUE,Uses open data to provide financial and consulting services.,FALSE,,FALSE,,FALSE,
w3ccibE2o4,TRUE,Uses data of government contracts to fight corruption.,FALSE,,FALSE,,FALSE,,FALSE,
IYHpnSCBnH,TRUE,,FALSE,,FALSE,,TRUE,,FALSE,
925,FALSE,,TRUE,Integration of real estate related data to provide comprehensive information for making decision in choosing place to live.,FALSE,,FALSE,,FALSE,
amQ34RiFm1,FALSE,,TRUE,"uses location intelligence data to build meaningful consumer experiences and business solutions. We have two mobile apps: Foursquare and Swarm, and a suite of enterprise and advertising tools. ",FALSE,,FALSE,,FALSE,
Kv3my47I3c,TRUE,Provides services for the implementation of open data strategies.,FALSE,,FALSE,,FALSE,,FALSE,
927,TRUE,uses open data to inform news and grassroots campaigns that promote sustainability.,FALSE,,FALSE,,FALSE,,FALSE,
928,FALSE,,FALSE,,TRUE,Pre-assessment based on probability model of proteins in milk based on grass-quality,FALSE,,FALSE,
929,FALSE,,FALSE,,TRUE,Digital soil research -  process optimization,FALSE,,FALSE,
935,FALSE,,FALSE,,TRUE,Fundacion Invictus uses mapping and statistics data to develop opportunities for the energy sector.,FALSE,,FALSE,
V2RUzO2oZ3,TRUE,,FALSE,,FALSE,,FALSE,,FALSE,
uaWlPgAhUd,TRUE,Advocates for issues related to transparency and access to public information.,FALSE,,FALSE,,FALSE,,FALSE,
STgp8FB2qE,TRUE,Advocates for issues related to transparency and access to public information.,FALSE,,FALSE,,FALSE,,FALSE,
STgp8FB2qE,TRUE,created platform http://congresoabierto.cl/ with Congressional data,FALSE,,FALSE,,FALSE,,FALSE,
t0YZcPbv6m,TRUE,Advocates for issues related to transparency and access to public information.,FALSE,,FALSE,,FALSE,,FALSE,
t0YZcPbv6m,TRUE,,FALSE,,FALSE,,FALSE,,FALSE,
t0YZcPbv6m,TRUE,app #DONDE uses open data,FALSE,,FALSE,,FALSE,,FALSE,
uaWlPgAhUd,TRUE,Involved in a wide range of open data projects and initiatives in the region.,FALSE,,FALSE,,FALSE,,FALSE,
WSdBVHW1CB,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,
930,FALSE,,TRUE,Pordata portal uses open data from various sources,FALSE,,FALSE,,FALSE,
Irt5SZSlV5,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,
938,FALSE,,TRUE,Develops data-centric solutions such as open data portals.,FALSE,,FALSE,,FALSE,
NtzYrRFvaJ,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,
939,FALSE,,TRUE,creaters of The Open Data Cities project,FALSE,,FALSE,,FALSE,
FPPEwefS5H,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,
948,TRUE,member of the Open Government Partnership (OGP) Network -  Node of the Open Data Institute -  member of the Open Budget Initiative and member of the Open Policy Network,FALSE,,FALSE,,FALSE,,FALSE,
5HxzQdX3lj,FALSE,,FALSE,,FALSE,,TRUE,Uses GIS data and other indicators for research.,FALSE,
0GqNZojMzk,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,
2R0H0hGr6P,FALSE,,TRUE,Mamnadzor -  a mobile application that uses health and geodata (places of pharmacies -  hospitals -  shops -  schools -  etc) to map health and educational institutions for mothers and their children.,FALSE,,FALSE,,FALSE,
941,FALSE,,TRUE,Uses open data to deliver analytics and advice to help leaders and organizations.,FALSE,,FALSE,,FALSE,
g0W0jIKPkK,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,
942,FALSE,,TRUE,creators of Gasto PÃºblico Bahiense http,FALSE,,FALSE,,FALSE,
O7YuqbYPr2,FALSE,,TRUE,"uses open data to create products for automotive, aviation, marine, outdoor, and sports ",FALSE,,FALSE,,FALSE,
VWMlvcLUA9,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,
ln1gK1JAkv,TRUE,,FALSE,,FALSE,,FALSE,,FALSE,
291k08Ffch,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,
y5D0WAzXqN,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,
h8T8SZ4RL1,TRUE,Opens and publishes geo data in Spanish-speaking countries.,FALSE,,FALSE,,TRUE,Geospatial trends -  open data and access to information,FALSE,
w3dNHMPSDK,FALSE,,TRUE,"collects and aligns data on air quality, chemical exposures and health impacts, adds the data to GeoHealthUS' geographic coverage continuously",FALSE,,FALSE,,FALSE,
cgvPO7Atn8,FALSE,,TRUE,"collect open demographic data to provide research and business products in different categories: Estimates/Projections, Normalized Data, Business Packages, Custom Reports, etc.",FALSE,,FALSE,,FALSE,
6r8gxMERuZ,FALSE,,TRUE,"uses open data to provide tailored services to clients such as how many stores, who to acquire, where to open stores, what to sell in them and how to optimise home delivery and click & collect operations.",FALSE,,FALSE,,FALSE,
JEnCT35GTn,FALSE,,TRUE,uses open social media data and geolocation data to offer IP service that tells social media reach within a location,FALSE,,FALSE,,FALSE,
asUnbgk5XS,FALSE,,TRUE,uses open geospatial and enviornment data along with open software to provide spatila and environmental data consultancy ,FALSE,,FALSE,,FALSE,
bJcDdO9cmC,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,
943,FALSE,,TRUE,developers of geocoder.ca  -  a real time geocoding port to build location aware web applications.,FALSE,,FALSE,,FALSE,
944,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,
RB9OvncCz0,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,
VOm0htpxEN,FALSE,,TRUE,"uses open data to provide expert network and innovative solutions for clients to solve complex challenges in various markets such as commercial & residential, education, government, etc.",FALSE,,FALSE,,FALSE,
945,FALSE,,TRUE,Uses weather data to predicting of how much installing rooftop solar panels will cost.,FALSE,,FALSE,,FALSE,
zzyJKo0yiz,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,
946,FALSE,,TRUE,uses a wide range of national and international commercial -  public and voluntary sector organisations to visualise and display data.,FALSE,,FALSE,,FALSE,
947,FALSE,,TRUE,Uses open data such as salaries of public employees to determine whether user is being underpaid.,FALSE,,FALSE,,FALSE,
949,FALSE,,FALSE,,TRUE,iGoMap platform using meteorological information from Ministry of Transportation and Communications -  the National Forest Recreation Areas from Council of Agriculture and restaurant information data.,FALSE,,FALSE,
K2k3iL4vHR,FALSE,,TRUE,"uses and republishes open data from big data studies from biomedical research; built GigaGalaxy, a Galaxy-based data analysis platform to host computational methods and workflows, maximizing use of the data, tools and workflows",FALSE,,TRUE,,FALSE,
3dvY5fu92S,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,
WjlfpHnG2X,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,
iyWRw324KL,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,
954,FALSE,,TRUE,Goov app uses transport data,FALSE,,FALSE,,FALSE,
vr4UKC4Pn3,TRUE,Uses open data to tell stories about federal data.,TRUE,provides advising services on services and tools to open data; developed tools and platforms for open data,FALSE,,FALSE,,FALSE,
FjHvUk3dyf,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,
YxNYdovJG6,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,
aIiHdWt3qO,TRUE,Uses data about elections -  places for voting; created map of falsifications.,FALSE,,FALSE,,FALSE,,FALSE,
951,FALSE,,TRUE,"Uses open data to provide information about the health, environmental and social performance of consumer products and companies. ",FALSE,,FALSE,,FALSE,
ijsm9HU88a,FALSE,,TRUE,Service uses GIS data on roads.,FALSE,,FALSE,,FALSE,
952,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,
Y4IpJdJXFm,TRUE,use open data to organize the worldâ€™s information and make it universally accessible and useful,TRUE,"provides accesible products such as apps, search tools for web, mobile, business, media, home and offices, etc",FALSE,,FALSE,,FALSE,
953,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,
qAWPxj0Rha,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,
6XAMaczh0F,FALSE,,TRUE,"Create working prototypes with open government data, and help find new ways to solve the challenges facing government and contributes towards social and economic development",FALSE,,FALSE,,FALSE,
956,FALSE,,TRUE,Uses spending data to provide information on research federal contractors.,FALSE,,FALSE,,FALSE,
10ptTtOQ2G,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,
955,FALSE,,TRUE,Uses open data to provide business intelligence to seel to government.,FALSE,,FALSE,,FALSE,
nHxVbvSEV1,FALSE,,TRUE,"uses open data to offer services that provide cutting-edge data intelligence, such as enforcement analytics, GMP regulatory intelligence, inspections database, etc. ",FALSE,,FALSE,,FALSE,
M3dGGWbgj9,FALSE,,TRUE,Website aggregates urban indicators.,FALSE,,FALSE,,FALSE,
DZrvJtPlWj,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,
VQ8cZiYwR0,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,
957,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,
958,FALSE,,TRUE,Uses open data to provide data visualization and analytics.,FALSE,,FALSE,,FALSE,
FjUsQK1HIp,FALSE,,TRUE,"uses open government data to provide cloud solutions for government, such as webcasting public meetings, managing and delivering legislative information, collaborating with citizens, etc. ",FALSE,,FALSE,,FALSE,
lSI1tufvSZ,FALSE,,TRUE,Create and provide the tools for reliable Open Data -  therefore the impact is best described as technological.,FALSE,,FALSE,,FALSE,
OQ8TO84VbK,FALSE,,TRUE,We rely on government data to be used as an important source for the majority of our topics. We've filed dozens of FOIA requests and made it our mission to take public data and transform it into actionable insights that consumers can use to become more knowledgeable.,FALSE,,FALSE,,FALSE,
8rSFUuiEIU,FALSE,,TRUE,Apps with data about Perm region.,FALSE,,FALSE,,FALSE,
959,FALSE,,FALSE,,TRUE,safety data,FALSE,,FALSE,
960,FALSE,,FALSE,,TRUE,The website presents data on 200 - 000 public and private schools nationwide in the US and features more than one million ratings and reviews by parents -  teachers and students.,FALSE,,FALSE,
JnbRzFsRGt,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,
v21l7KtH4N,FALSE,,FALSE,,FALSE,,TRUE,Uses official region ecology information for research.,FALSE,
PUCQat8q6H,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,
bNVJFguPME,FALSE,,FALSE,,FALSE,,TRUE,Uses environmental information (such as recycling locations).,FALSE,
CQerp25PFr,FALSE,,TRUE,"uses open data to provide consulting and implementation services, as well as product such as software for XML-based workflows for clients with their business ",FALSE,,FALSE,,FALSE,
962,FALSE,,FALSE,,TRUE,integrate GPS and satellite data into community mapping projects,FALSE,,FALSE,
963,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,
964,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,
PWHrKonzbu,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,
M7TziPbDBj,FALSE,,TRUE,Uses census data to improve business strategy.,FALSE,,FALSE,,FALSE,
2zfDX9zRYL,TRUE,,FALSE,,FALSE,,FALSE,,FALSE,
965,FALSE,,FALSE,,TRUE,guide on schools in England,FALSE,,FALSE,
Dmb6cK2Rfm,TRUE,Build tools based on citizen empowerment through public databases.,FALSE,,FALSE,,FALSE,,FALSE,
967,FALSE,,TRUE,Uses tourism open data to develop an app with services in Uruguay.,FALSE,,FALSE,,FALSE,
KGjjehBoKz,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,
RgjKXFf48g,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,
AA9hvKmeU5,FALSE,,TRUE,"create ways for client to make better decisions on based on actual restaurant inspection data collected by registered/licensed health inspectors in an easy to read, search and understand format",FALSE,,FALSE,,FALSE,
0afRflg3pV,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,
kU2LytdA4c,TRUE,financed projects and organisations that can translate information into easily understood terms,FALSE,,FALSE,,FALSE,,FALSE,
g2vj1QETe2,TRUE,,FALSE,,FALSE,,FALSE,,FALSE,
Mtq4UbFhOY,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,
969,TRUE,"Advocates for issues related to transparency and access to public information, e.g. hackathons.",FALSE,,FALSE,,FALSE,,FALSE,
970,FALSE,,FALSE,,TRUE,Data journalism,FALSE,,FALSE,
971,FALSE,,FALSE,,TRUE,FinanceTree is used to visualize open data,FALSE,,FALSE,
972,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,
4IdM27g7Fk,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,
VIhBy7NsSM,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,
ETVl5e7f98,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,
XkiA7ec40I,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,
973,FALSE,,TRUE,Uses healthcare open data to inform users of hospitals and doctors.,FALSE,,FALSE,,FALSE,
qUfIP8NYnY,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,
gn6Fhrg4QX,FALSE,,TRUE,"uses open data to provide apps such as Solomon which provides simple, self-service access to local information, bringing data to life in ways that everyone can understand easily, on mobile, tablet and desktop",FALSE,,FALSE,,FALSE,
974,FALSE,,FALSE,,TRUE,Optimize purchase of barley,FALSE,,FALSE,
975,FALSE,,TRUE,"Uses census and economic data to design financial wellness programs, and carry out research on data in retirement, healthcare, and spending behavior to uncover the latest trends.",FALSE,,FALSE,,FALSE,
V1idNwpmxg,FALSE,,TRUE,Incorporates geosptial open data in mapping technologyservices.,FALSE,,FALSE,,FALSE,
lJ1ZIUF4Uw,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,
K8gJdZ39PV,FALSE,,FALSE,,TRUE,Data on trees is used to identify fruit/nut bearing trees to harvest,FALSE,,FALSE,
rb3YjL4ino,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,
fu6xF0SEvk,FALSE,,TRUE,Mobile application uses locations of centers for  donors of blood  -  and includes a calendar for donors -  tips for health -  news about blood donors in Russia. http://www.donorapp.ru/.  Additionally -  created CityGram App (winner of Moscow's hackathon),FALSE,,FALSE,,FALSE,
Ody2K61PzG,FALSE,,TRUE,products include glycoleap and smart tools that monitors health in real-time and sync data into cloud; uses open health data to conduct anaylsis and evaluation of health outcomes ,TRUE,,TRUE,,FALSE,
978,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,
979,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,
